1,1,82.4964,252.695,64,64,1,1,1
1,2,59.3499,386.945,64,64,1,1,1
1,3,107.958,323.292,64,64,1,1,1
1,4,103.328,567.487,64,64,1,1,1
1,5,272.297,164.739,64,64,1,1,1
1,6,311.646,199.458,64,64,1,1,1
1,7,268.825,337.18,64,64,1,1,1
1,8,298.916,378.844,64,64,1,1,1
1,9,333.636,293.202,64,64,1,1,1
1,10,347.524,219.133,64,64,1,1,1
1,11,419.083,199.352,64,64,1,1,1
1,12,391.502,267.741,64,64,1,1,1
1,13,396.131,318.663,64,64,1,1,1
1,14,372.016,338.258,64,64,1,1,1
1,15,396.123,366.957,64,64,1,1,1
1,16,475.334,376.141,64,64,1,1,1
1,17,474.186,467.98,64,64,1,1,1
1,18,582.096,362.365,64,64,1,1,1
1,19,654.419,313.002,64,64,1,1,1
1,20,666.945,413.563,64,64,1,1,1
1,21,724.811,308.247,64,64,1,1,1
1,22,707.226,434.688,64,64,1,1,1
1,23,740.518,457.648,64,64,1,1,1
1,24,771.104,517.722,64,64,1,1,1
1,25,869.092,352.034,64,64,1,1,1
1,26,920.751,249.863,64,64,1,1,1
1,27,1088.36,396.805,64,64,1,1,1
1,28,1153.02,227.234,64,64,1,1,1
1,29,1152.64,314.15,64,64,1,1,1
1,30,1180.2,280.859,64,64,1,1,1
2,1,81.3391,251.538,64,64,1,1,1
2,2,60.5072,386.945,64,64,1,1,1
2,3,120.688,322.135,64,64,1,1,1
2,4,102.171,575.589,64,64,1,1,1
2,5,273.455,162.424,64,64,1,1,1
2,6,315.118,199.458,64,64,1,1,1
2,7,275.769,333.708,64,64,1,1,1
2,8,298.916,382.316,64,64,1,1,1
2,9,340.58,287.415,64,64,1,1,1
2,10,350.995,219.133,64,64,1,1,1
2,11,413.343,195.908,64,64,1,1,1
2,12,383.401,264.269,64,64,1,1,1
2,13,404.232,319.82,64,64,1,1,1
2,14,380.052,334.814,64,64,1,1,1
2,15,394.975,364.661,64,64,1,1,1
2,16,485.666,374.993,64,64,1,1,1
2,17,475.334,469.128,64,64,1,1,1
2,18,592.428,366.957,64,64,1,1,1
2,19,657.863,310.706,64,64,1,1,1
2,20,676.203,413.563,64,64,1,1,1
2,21,723.654,310.561,64,64,1,1,1
2,22,717.558,432.392,64,64,1,1,1
2,23,739.37,463.388,64,64,1,1,1
2,24,779.205,510.778,64,64,1,1,1
2,25,861.056,345.146,64,64,1,1,1
2,26,916.159,246.419,64,64,1,1,1
2,27,1087.21,396.805,64,64,1,1,1
2,28,1153.02,223.762,64,64,1,1,1
